f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,completion
mp-540270,MoP2O7,2.1,5.67,VS2,2.05,4.23,mp-1013525,438.0,4.15,-2,"An interface between MoP2O7 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6931
mp-781614,V6O7F5,2.05,5.67,MoSe2,2.1,4.23,mp-1023940,420.0,4.15,-2.46,"An interface between V6O7F5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9002
mp-551830,SrTiO3,2.49,5.67,Ti3S2,2.0,4.23,mp-1217073,340.0,4.49,-2.71,"An interface between SrTiO3 (Fermi level: 5.67 meV) and Ti3S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.49 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9969
mp-560358,Zr2P2O9,2.25,5.67,PtS2,1.8,4.23,mp-762,468.0,4.05,-2.67,"An interface between Zr2P2O9 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9821
mp-7597,NbSe2,2.2,5.67,NaWO3,2.27,4.23,mp-19328,456.0,4.47,-0.965,"An interface between NbSe2 (Fermi level: 5.67 meV) and NaWO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.0356
mp-1023939,MoS2,2.1,5.67,Nd4Ga2O9,1.87,4.23,mp-559770,246.0,3.97,-3.17,"An interface between MoS2 (Fermi level: 5.67 meV) and Nd4Ga2O9 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1537
mp-1025874,MoS2,2.1,5.67,MnSe2O5,2.05,4.23,mp-19175,240.0,4.15,-2.56e+03,"An interface between MoS2 (Fermi level: 5.67 meV) and MnSe2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.8478
mp-30198,Ba4Ga2O7,1.87,5.67,TiS2,2.0,4.23,mp-1008676,186.0,3.87,-12.6,"An interface between Ba4Ga2O7 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.87 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.5337
mp-780618,Na2BiO3,2.27,5.67,MoSe2,2.1,4.23,mp-1018807,324.0,4.37,-0.875,"An interface between Na2BiO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1335
mp-556335,YP5O14,2.3,5.67,Te2W,0,4.23,mp-1025573,295.0,2.3,-4.1,"An interface between YP5O14 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4110
mp-779156,CdSeO4,1.9,5.67,Te2Mo,2.1,4.23,mp-1023938,372.0,4,-1.96,"An interface between CdSeO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6729
mp-772744,Tm2P4O13,1.8,5.67,PtS2,1.8,4.23,mp-762,100.0,3.6,-1.73,"An interface between Tm2P4O13 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5481
mp-1008860,NbS2,2.2,5.67,CuTeO3,1.52,4.23,mp-4320,316.0,3.72,-0.299,"An interface between NbS2 (Fermi level: 5.67 meV) and CuTeO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.2073
mp-1690,TaS2,1.8,5.67,NaWO3,2.27,4.23,mp-19328,485.0,4.07,-0.278,"An interface between TaS2 (Fermi level: 5.67 meV) and NaWO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.2801
mp-7007,NbSe2,2.2,5.67,GdThO3,1.52,4.23,mp-1184491,483.0,3.72,-7.39,"An interface between NbSe2 (Fermi level: 5.67 meV) and GdThO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.0001
mp-20694,K2Pb2O3,2.75,5.67,MoS2,2.1,4.23,mp-1018809,294.0,4.85,-2.5,"An interface between K2Pb2O3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9163
mp-779502,Na3CuO2,2.27,5.67,MoS2,2.1,4.23,mp-1023939,186.0,4.37,-2.54,"An interface between Na3CuO2 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9322
mp-12646,EuNbO4,2.2,5.67,ReS2,1.8,4.23,mp-1232344,492.0,4,-2.98,"An interface between EuNbO4 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0919
mp-12523,YbPO4,1.8,5.67,VS2,2.05,4.23,mp-1013525,36.0,3.85,-1.59,"An interface between YbPO4 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.4637
mp-16837,Nb3AgO8,2.2,5.67,TiS2,2.0,4.23,mp-1072088,120.0,4.2,-3.07,"An interface between Nb3AgO8 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1217
mp-1189731,PBr3O,1.85,5.67,NbTe2,2.2,4.23,mp-1018150,143.0,4.05,-13.6,"An interface between PBr3O (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.6101
mp-777847,Fe6O5F7,2.0,5.67,Te2Pd,1.63,4.23,mp-782,243.0,3.63,-4.35,"An interface between Fe6O5F7 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4702
mp-1226797,Ce2ZrO6,2.25,5.67,TaS2,1.8,4.23,mp-755523,474.0,4.05,-0.102,"An interface between Ce2ZrO6 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.2828
mp-769348,MgSnO3,1.73,5.67,TiS2,2.0,4.23,mp-1077263,362.0,3.73,-2.86,"An interface between MgSnO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.73 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0508
mp-20641,MnCoO3,2.05,5.67,PtS2,1.8,4.23,mp-762,326.0,3.85,-0.34,"An interface between MnCoO3 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.0788
mp-1193791,S(NO2)2,1.8,5.67,HfS2,1.8,4.23,mp-985829,486.0,3.6,-6.44,"An interface between S(NO2)2 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.8625
mp-30136,Hg2Mo2O7,2.1,5.67,TaSe2,1.9,4.23,mp-542621,280.0,4,-0.0767,"An interface between Hg2Mo2O7 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.5679
mp-758223,Bi11PO20,1.8,5.67,TaSe2,1.9,4.23,mp-637232,488.0,3.7,-0.129,"An interface between Bi11PO20 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-2.0479
mp-1183447,BePdO3,1.63,5.67,ReSe2,1.9,4.23,mp-1102379,131.0,3.53,-0.226,"An interface between BePdO3 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.53 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.4872
mp-765742,Na3V5O10,2.27,5.67,VTe2,2.05,4.23,mp-11687,414.0,4.32,-2.63,"An interface between Na3V5O10 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9670
mp-759363,Ni3OF5,1.97,5.67,NbS2,2.2,4.23,mp-1802,498.0,4.17,-1.87,"An interface between Ni3OF5 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6259
mp-762390,LiV5O10,2.05,5.67,NbSe2,2.2,4.23,mp-571133,276.0,4.25,-0.435,"An interface between LiV5O10 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.8324
mp-2648,NbS2,2.2,5.67,SrEr2O4,2.49,4.23,mp-1094068,466.0,4.69,-0.201,"An interface between NbS2 (Fermi level: 5.67 meV) and SrEr2O4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.69 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.6045
mp-773044,LiCuO2,1.82,5.67,NbS2,2.2,4.23,mp-632475,74.0,4.02,-1.81,"An interface between LiCuO2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5933
mp-7581,MoSe2,2.1,5.67,SbAuO3,1.52,4.23,mp-1186920,475.0,3.62,-0.9,"An interface between MoSe2 (Fermi level: 5.67 meV) and SbAuO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1054
mp-1196160,S2N3O8,1.8,5.67,NbSe2,2.2,4.23,mp-7007,339.0,4,-2.96,"An interface between S2N3O8 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0852
mp-37514,SrCuO2,2.49,5.67,HfS2,1.8,4.23,mp-985829,387.0,4.29,-0.443,"An interface between SrCuO2 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.8142
mp-1183447,BePdO3,1.63,5.67,Te2W,0,4.23,mp-1025573,270.0,1.63,-0.422,"An interface between BePdO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.8627
mp-760332,Sb6O5F8,1.52,5.67,WS2,1.8,4.23,mp-1025571,466.0,3.32,-2.81e+03,"An interface between Sb6O5F8 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.9409
mp-776205,Hf2N2O,1.55,5.67,VS2,2.05,4.23,mp-655446,362.0,3.6,-2.28,"An interface between Hf2N2O (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8242
mp-1106337,MnPbO3,2.05,5.67,Te2Pd,1.63,4.23,mp-782,263.0,3.68,-2.91,"An interface between MnPbO3 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.68 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0682
mp-769381,Ca3Ta2O8,2.31,5.67,ReSe2,1.9,4.23,mp-1102379,74.0,4.21,-4.25,"An interface between Ca3Ta2O8 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4469
mp-1232333,CuMoO4,2.1,5.67,TiS2,2.0,4.23,mp-2156,210.0,4.1,-0.824,"An interface between CuMoO4 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1936
mp-1183918,CsLaO3,1.52,5.67,ZrTe2,2.25,4.23,mp-1018107,338.0,3.77,-1.3,"An interface between CsLaO3 (Fermi level: 5.67 meV) and ZrTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2624
mp-554767,Mg2V2O7,2.05,5.67,NbS2,2.2,4.23,mp-1802,462.0,4.25,-4.63,"An interface between Mg2V2O7 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5326
mp-770173,Mg2Mn3O8,2.05,5.67,Te2Pd,1.63,4.23,mp-782,262.0,3.68,-3.55,"An interface between Mg2Mn3O8 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.68 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2669
