f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,abs_Δn,log(|Δn|),completion
mp-2156,TiS2,2.0,5.67,Pu2SO2,1.8,4.23,mp-21421,496.0,3.8,-2.26,"An interface between TiS2 (Fermi level: 5.67 meV) and Pu2SO2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.26,0.8153648132841944,0.8154
mp-867636,CrCo3O8,2.05,5.67,VS2,2.05,4.23,mp-849080,156.0,4.1,-2.04,"An interface between CrCo3O8 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.04,0.712949807856125,0.7129
mp-540270,MoP2O7,2.1,5.67,VS2,2.05,4.23,mp-1013525,438.0,4.15,-2.0,"An interface between MoP2O7 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.0,0.6931471805599453,0.6931
mp-781614,V6O7F5,2.05,5.67,MoSe2,2.1,4.23,mp-1023940,420.0,4.15,-2.46,"An interface between V6O7F5 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.46,0.9001613499442714,0.9002
mp-551830,SrTiO3,2.49,5.67,Ti3S2,2.0,4.23,mp-1217073,340.0,4.49,-2.71,"An interface between SrTiO3 (Fermi level: 5.67 meV) and Ti3S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.49 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.71,0.9969486348916096,0.9969
mp-560358,Zr2P2O9,2.25,5.67,PtS2,1.8,4.23,mp-762,468.0,4.05,-2.67,"An interface between Zr2P2O9 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.67,0.9820784724121582,0.9821
mp-7597,NbSe2,2.2,5.67,NaWO3,2.27,4.23,mp-19328,456.0,4.47,-0.965,"An interface between NbSe2 (Fermi level: 5.67 meV) and NaWO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.965,-0.0356271776431511,-0.03563
mp-1023939,MoS2,2.1,5.67,Nd4Ga2O9,1.87,4.23,mp-559770,246.0,3.97,-3.17,"An interface between MoS2 (Fermi level: 5.67 meV) and Nd4Ga2O9 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.17,1.1537315878891892,1.154
mp-1025874,MoS2,2.1,5.67,MnSe2O5,2.05,4.23,mp-19175,240.0,4.15,-2560.0,"An interface between MoS2 (Fermi level: 5.67 meV) and MnSe2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2560.0,7.847762537473608,7.848
mp-30198,Ba4Ga2O7,1.87,5.67,TiS2,2.0,4.23,mp-1008676,186.0,3.87,-12.6,"An interface between Ba4Ga2O7 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.87 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",12.6,2.533696813957432,2.534
mp-780618,Na2BiO3,2.27,5.67,MoSe2,2.1,4.23,mp-1018807,324.0,4.37,-0.875,"An interface between Na2BiO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.875,-0.1335313926245226,-0.1335
mp-556335,YP5O14,2.3,5.67,Te2W,0.0,4.23,mp-1025573,295.0,2.3,-4.1,"An interface between YP5O14 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.1,1.410986973710262,1.411
mp-779156,CdSeO4,1.9,5.67,Te2Mo,2.1,4.23,mp-1023938,372.0,4.0,-1.96,"An interface between CdSeO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.96,0.6729444732424258,0.6729
mp-772744,Tm2P4O13,1.8,5.67,PtS2,1.8,4.23,mp-762,100.0,3.6,-1.73,"An interface between Tm2P4O13 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.73,0.5481214085096876,0.5481
mp-1008860,NbS2,2.2,5.67,CuTeO3,1.52,4.23,mp-4320,316.0,3.72,-0.299,"An interface between NbS2 (Fermi level: 5.67 meV) and CuTeO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.299,-1.2073117055914506,-1.207
mp-1690,TaS2,1.8,5.67,NaWO3,2.27,4.23,mp-19328,485.0,4.07,-0.278,"An interface between TaS2 (Fermi level: 5.67 meV) and NaWO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.07 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.278,-1.2801341652915,-1.28
mp-7007,NbSe2,2.2,5.67,GdThO3,1.52,4.23,mp-1184491,483.0,3.72,-7.39,"An interface between NbSe2 (Fermi level: 5.67 meV) and GdThO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.39,2.0001277349601105,2.0
mp-20694,K2Pb2O3,2.75,5.67,MoS2,2.1,4.23,mp-1018809,294.0,4.85,-2.5,"An interface between K2Pb2O3 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.5,0.9162907318741552,0.9163
mp-779502,Na3CuO2,2.27,5.67,MoS2,2.1,4.23,mp-1023939,186.0,4.37,-2.54,"An interface between Na3CuO2 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.37 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.54,0.9321640810304452,0.9322
mp-12646,EuNbO4,2.2,5.67,ReS2,1.8,4.23,mp-1232344,492.0,4.0,-2.98,"An interface between EuNbO4 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.98,1.091923300517313,1.092
mp-12523,YbPO4,1.8,5.67,VS2,2.05,4.23,mp-1013525,36.0,3.85,-1.59,"An interface between YbPO4 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.59,0.4637340162321402,0.4637
mp-16837,Nb3AgO8,2.2,5.67,TiS2,2.0,4.23,mp-1072088,120.0,4.2,-3.07,"An interface between Nb3AgO8 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.07,1.1216775615991057,1.122
mp-1189731,PBr3O,1.85,5.67,NbTe2,2.2,4.23,mp-1018150,143.0,4.05,-13.6,"An interface between PBr3O (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",13.6,2.6100697927420065,2.61
mp-777847,Fe6O5F7,2.0,5.67,Te2Pd,1.63,4.23,mp-782,243.0,3.63,-4.35,"An interface between Fe6O5F7 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.35,1.4701758451005926,1.47
mp-1226797,Ce2ZrO6,2.25,5.67,TaS2,1.8,4.23,mp-755523,474.0,4.05,-0.102,"An interface between Ce2ZrO6 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.102,-2.282782465697866,-2.283
mp-769348,MgSnO3,1.73,5.67,TiS2,2.0,4.23,mp-1077263,362.0,3.73,-2.86,"An interface between MgSnO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.73 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.86,1.0508216248317612,1.051
mp-20641,MnCoO3,2.05,5.67,PtS2,1.8,4.23,mp-762,326.0,3.85,-0.34,"An interface between MnCoO3 (Fermi level: 5.67 meV) and PtS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.34,-1.0788096613719298,-1.079
mp-1193791,S(NO2)2,1.8,5.67,HfS2,1.8,4.23,mp-985829,486.0,3.6,-6.44,"An interface between S(NO2)2 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.44,1.8625285401162623,1.863
mp-30136,Hg2Mo2O7,2.1,5.67,TaSe2,1.9,4.23,mp-542621,280.0,4.0,-0.0767,"An interface between Hg2Mo2O7 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0767,-2.5678535706089263,-2.568
mp-758223,Bi11PO20,1.8,5.67,TaSe2,1.9,4.23,mp-637232,488.0,3.7,-0.129,"An interface between Bi11PO20 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.129,-2.047942874620465,-2.048
mp-1183447,BePdO3,1.63,5.67,ReSe2,1.9,4.23,mp-1102379,131.0,3.53,-0.226,"An interface between BePdO3 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.53 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.226,-1.487220279709851,-1.487
mp-765742,Na3V5O10,2.27,5.67,VTe2,2.05,4.23,mp-11687,414.0,4.32,-2.63,"An interface between Na3V5O10 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.63,0.9669838461896731,0.967
mp-759363,Ni3OF5,1.97,5.67,NbS2,2.2,4.23,mp-1802,498.0,4.17,-1.87,"An interface between Ni3OF5 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.87,0.6259384308664954,0.6259
mp-762390,LiV5O10,2.05,5.67,NbSe2,2.2,4.23,mp-571133,276.0,4.25,-0.435,"An interface between LiV5O10 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.435,-0.8324092478934529,-0.8324
mp-2648,NbS2,2.2,5.67,SrEr2O4,2.49,4.23,mp-1094068,466.0,4.69,-0.201,"An interface between NbS2 (Fermi level: 5.67 meV) and SrEr2O4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.69 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.201,-1.6044503709230613,-1.604
mp-773044,LiCuO2,1.82,5.67,NbS2,2.2,4.23,mp-632475,74.0,4.02,-1.81,"An interface between LiCuO2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.02 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.81,0.5933268452777344,0.5933
mp-7581,MoSe2,2.1,5.67,SbAuO3,1.52,4.23,mp-1186920,475.0,3.62,-0.9,"An interface between MoSe2 (Fermi level: 5.67 meV) and SbAuO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9,-0.1053605156578262,-0.1054
mp-1196160,S2N3O8,1.8,5.67,NbSe2,2.2,4.23,mp-7007,339.0,4.0,-2.96,"An interface between S2N3O8 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.96,1.085189268335969,1.085
mp-37514,SrCuO2,2.49,5.67,HfS2,1.8,4.23,mp-985829,387.0,4.29,-0.443,"An interface between SrCuO2 (Fermi level: 5.67 meV) and HfS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.29 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.443,-0.8141855089370014,-0.8142
mp-1183447,BePdO3,1.63,5.67,Te2W,0.0,4.23,mp-1025573,270.0,1.63,-0.422,"An interface between BePdO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.422,-0.8627499649461253,-0.8627
mp-760332,Sb6O5F8,1.52,5.67,WS2,1.8,4.23,mp-1025571,466.0,3.32,-2810.0,"An interface between Sb6O5F8 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2810.0,7.940939762327791,7.941
mp-776205,Hf2N2O,1.55,5.67,VS2,2.05,4.23,mp-655446,362.0,3.6,-2.28,"An interface between Hf2N2O (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.28,0.8241754429663494,0.8242
mp-1106337,MnPbO3,2.05,5.67,Te2Pd,1.63,4.23,mp-782,263.0,3.68,-2.91,"An interface between MnPbO3 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.68 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.91,1.0681530811834012,1.068
mp-769381,Ca3Ta2O8,2.31,5.67,ReSe2,1.9,4.23,mp-1102379,74.0,4.21,-4.25,"An interface between Ca3Ta2O8 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.21 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.25,1.4469189829363254,1.447
